0,SteepCoin
1,ParallelCoin
2,BigUp
3,DROXNE
4,Zoomba
5,Fantasy Cash
6,Bitcoin W Spe...
7,Quatloo
8,Tokugawa
9,GlobalBoost-Y
10,Thunderstake
11,BoostCoin
12,GrandCoin
13,IrishCoin
14,GuccioneCoin
15,Pakcoin
16,RevolverCoin
17,Ultimate Secu...
18,Olympic
19,Leviar
20,BOAT
21,Bolivarcoin
22,SixEleven
23,Evil Coin
24,ZoZoCoin
25,Sparks
26,SecureCoin
27,Renos
28,Datacoin
29,SecretCoin
30,TEKcoin
31,Garlicoin
32,Cheesecoin
33,Eternity
34,Quebecoin
35,IQ.cash
36,RonPaulCoin
37,Master Swiscoin
38,Zealium
39,8Bit
40,Coin2.1
41,Bank Coin
42,ParkByte
43,SpeedCash
44,Kurrent
45,Safe Trade Coin
46,HomeBlockCoin
47,RedCoin
48,PluraCoin
49,Harvest Maste...
50,BERNcash
51,Azart
52,FolmCoin
53,Dreamcoin
54,BumbaCoin
55,Honey
56,Theresa May Coin
57,ACRE
58,NevaCoin
59,Qbic
60,Digital Money...
61,KingN Coin
62,MojoCoin
63,Allion
64,Independent M...
65,DeusCoin
66,CompuCoin
67,SmartFox
68,AmsterdamCoin
69,Rhenium
70,Centurion
71,INDINODE
72,Nekonium
73,Atomic Coin
74,TajCoin
75,Acoin
76, Dollarcoin
77,PostCoin
78,UralsCoin
79,C-Bit
80,Polcoin
81,Ammo Reloaded
82,LiteBitcoin
83,JIYO
84,Neuro
85,GambleCoin
86,Californium
87,SOILcoin
88,High Voltage
89,Eryllium
90,Phantomx
91,Bitcoin Planet
92,GeyserCoin
93,Marijuanacoin
94,CoinonatX
95,Litecred
96,Cannation
97,FuzzBalls
98,ARbit
99,Comet
